Signatur,Sortierung,Spider,Test,Parameter,Bedeutung,Format,URL (manuell),Bezeichnung der URL (nur intern),Stufe 2 de,Stufe 2 fr,Stufe 2 it,Stufe 3 de,Stufe 3 fr,Stufe 3 it,Matching,GN-Match,Bemerkung DE,Bemerkung FR,Bemerkung IT,interne Bemerkung,Gesetzliche Grundlage,Aktivität
CH_VB_027,72,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Kantonale Justizbehörden,Autorités judiciaires cantonales,Autorità contonali giudiziaria,Autorités judiciaires cantonales,,,,,,,
CH_VB_028,73,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekurskommission Eidgenössisches Volkswirtschaftsdepartement,Commission de recours du Département fédéral de l'economie,Commissione di ricorso del Dipartimento federale dell'economia,Commission de recours du Département fédéral de l'économie,,,,,,,
CH_VB_029,74,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Rekurskommission für die Unfallversicherung,Commission fédérale de recours en matière d’assurance-accidents,Commissione federale di ricorso sull’assicurazione contro gli infortuni,,,,,,,,
CH_VB_030,75,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"Rekurskommission UVEK (des Eidgenössischen Departements für Umwelt, Verkehr, Energie und Kommunikation)","Service de recours du Département fédéral de l'environnement, des transports, de l'énergie et de la communication","Servizio dei ricorsi del Dipartimento federale dell'ambiente, dei trasporti, dell'energiae delle comunicazioni","Rekurskommission UVEK (des Eidgenössischen Departements für Umwelt, Verkehr, Energie und Kommunik",,,,,,,
CH_VB_031,76,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Schweizerische Asylrekurskommission (ARK),Commission suisse de recours en matière d'asile,Commissione svizzera di ricorso in materia d'asilo,,,,,,,,
CH_VB_032,77,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Kommunikationskommission ComCom,Commission fédérale de la communication ComCom,Commissione federale delle comunicazioni ComCom,Commission fédérale de la communication,,,,,,,
CH_VB_033,78,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Kontrollstelle für die Bekämpfung der Geldwäscherei,Autorité de contrôle en matière de lutte contre le blanchiment d'argent,Autorità di controllo per la lotta contro il riciclaggio di denaro,,,,,,,,
CH_VB_034,79,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Schweizerische Bundesanwaltschaft (BA),Ministère public de la Confédération (MPC),Ministero pubblico della Confederazione (MPC),,,,,,,,
CH_VB_035,80,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Nationalrat,Conseil national,Consiglio nazionale,Conseil national,,,,,,,
CH_VB_999,81,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),sonstige Behörden,autres autorités,altre autorità,,,,,,,,
CH_MKG_001,85,,,,,,https://www.oa.admin.ch/de/entscheidungen-militaerjustiz.html,Entscheidungen des Militärkassationsgerichts,Militärkassationsgericht,,,,,,,,,,,,,
CH_WBK_001,86,CH_WEKO,,,,,https://www.weko.admin.ch/weko/de/home/aktuell/letzte-entscheide.html,Letzte Entscheide,Wettbewerbskommission,,,,,,,,,,,,,
CH_EDÖB_001,91,CH_EDOEB,,,,,https://www.edoeb.admin.ch/edoeb/de/home/datenschutz/dokumentation/empfehlungen/aeltere-empfehlungen/empfehlungen-von-1993-2003.html,EDÖB-Website,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter (EDÖB),Préposé fédéral à la protection des données et à la transparence (PFPDT),Incaricato fedeale della protezione dei dati e della trasparenza,Schlussberichte und Empfehlungen Datenschutz,Rapports finaux et recommandations protection des données,Rapporti finali e raccomandazioni protezione dei dati,DSG@,,,,,,,
CH_EDÖB_002,92,CH_EDOEB,,,,,https://www.edoeb.admin.ch/edoeb/de/home/datenschutz/dokumentation/empfehlungen/aeltere-empfehlungen/empfehlungen-von-1993-2003.html,EDÖB-Website,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter (EDÖB),Préposé fédéral à la protection des données et à la transparence (PFPDT),Incaricato fedeale della protezione dei dati e della trasparenza,Weiterzüge (bis 31.08.2023),Actions justices (jusqu'au 31.08.2023) ,Impugnazioni (fino al 31.08.2023),Weiterzüge-DSG@,,,,,,,
CH_EDÖB_006,93,CH_EDOEB,,,,,https://www.edoeb.admin.ch/edoeb/de/home/datenschutz/dokumentation/empfehlungen/aeltere-empfehlungen/empfehlungen-von-1993-2003.html,EDÖB-Website,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter (EDÖB),Préposé fédéral à la protection des données et à la transparence (PFPDT),Incaricato fedeale della protezione dei dati e della trasparenza,Empfehlungen nach BGÖ,Recommandations selon la LTrans,Raccomandazioni secondo LTras,BGÖ@,,,,,,,
CH_BR_001,94,CH_Bundesrat,,,,,https://www.bj.admin.ch/bj/de/home/publiservice/publikationen/beschwerdeentscheide.html,Bundesrat Beschwerdeentscheide,Bundesrat,Conseil fédéral,Consiglio federale,Beschwerdeentscheide,Décisions sur recours,Decisioni di ricorso,,,,,,,,
CH_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
CH_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
AG_OG_001,1,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Zivilkammern,,,Zivilkammer,,Sammlung der Aargauischen Gerichts- und Verwaltungsentscheide (AGVE),,,,AG 155.200,Inaktiv seit Ende 2018 - letzte Entscheidungen Ende 2019 
AG_OG_002,2,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Kammer für Kindes-und Erwachsenenschutz,,,@Kammer für Kindes- und Erwachsenenschutz,,,,,,AG 155.200,Inaktiv seit Ende 2018
AG_OG_005,3,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Schuldbetreibungs- und Konkurskommission,,,,,Sammlung der Aargauischen Gerichts- und Verwaltungsentscheide (AGVE),,,,AG 155.200,
AG_OG_006,4,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Verwaltungsgericht,,,,,,,,,AG 155.200,
AG_OG_007,5,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Versicherungsgericht,,,,,,,,,AG 155.200,
AG_OG_008,6,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Strafgericht,,,,,,,,,AG 155.200,
AG_OG_009,7,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,Handelsgericht,,,,,,,,,AG 155.200,Inaktiv seit Ende 2018
AG_SVWG_001,8,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Spezialverwaltungsgericht,,,Kausalabgaben und Enteignungen,,,,,,,,,,Inaktiv seit 01.01.2013
AG_SVWG_002,9,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Spezialverwaltungsgericht,,,Steuern,,,,,Sammlung der Aargauischen Gerichts- und Verwaltungsentscheide (AGVE),,,,AG 155.200,Inaktiv seit Ende 2018
AG_AUK_001,10,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Aufsichtskommission,,,,,,,,,,,,AG 155.200,Inaktiv seit Ende 2018
AG_AK_001,11,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Anwaltskommission,,,,,,,,,,,,AG 155.200,Inaktiv seit Ende 2018
AG_VB_001,12,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Verwaltungsbehörden,,,Departement Gesundheit und Soziales,,,Departement Gesundheit und Soziales / Generalsekretariat / Rechtsdienst,,,,,,,Inaktiv seit 01.01.2013
AG_VB_002,13,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Verwaltungsbehörden,,,"Departement Bildung, Kultur und Sport",,,"Departement Bildung, Kultur und Sport / Generalsekretariat / Recht",,Steuern und Enteignungen,,,,AG 155.200,Inaktiv seit Ende 2018
AG_VB_003,14,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Verwaltungsbehörden,,,Departement Volkswirtschaft und Inneres,,,Departement Volkswirtschaft und Inneres / Generalsekretariat / Rechtsdienst,,,,,,AG 271.200,Inaktiv seit Ende 2018
AG_BV_001,15,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Verwaltungsbehörden,,,"Department Bau, Verkehr und Umwelt",,,"@Departement Bau, Verkehr und Umwelt / Rechtsabteilung",,,,,,,
AG_RR_001,16,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Regierungsrat,,,,,,@Regierungsrat,,,,,,,Inaktiv seit 01.01.2013
AG_RG_001,17,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Rekursgericht im Ausländerrecht,,,,,,@Rekursgericht im Ausländerrecht,,,,,,,Inaktiv seit 01.01.2013
AG_JL_001,18,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Justizleitung,,,,,,@Justizleitung,,,,,,,Inaktiv seit 01.01.2013
AG_JG_001,19,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Justizgericht,,,,,,@Justizgericht,,,,,,,Inaktiv seit 01.01.2013
AG_SK_001,20,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Schätzungskommission nach Baugesetz,,,,,,@Schätzungskommission nach Baugesetz,,,,,,,Inaktiv seit 01.01.2013
AG_OG_999,21,AG_Gerichte,,,,,https://decwork.ag.ch,Aargauische Gerichts- und Verwaltungsentscheide,Obergericht,,,sonstige Kammern,,,,,,,,,,Inaktiv seit 01.01.2013
AG_BG_001,25,AG_Baugesetzgebung,,,,,https://www.ag.ch/de/verwaltung/bvu/bauen/baurecht/entscheidsammlung,Aargauische Entscheidungssammlung Baugesetzgebung,Entscheidsammlung Baugesetzgebung,,,,,,,,,,,,,
AG_OGA_001,30,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/handelsgericht_3/handelsgericht_3.jsp,Weitere Entscheide,Obergericht (AGVE),,,Verwaltungsgericht,,,@Verwaltungsgerichts|@Verwaltungsgericht,,,,,,AG 155.200,
AG_OGA_002,31,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/entscheide_1/obergericht_2/obergericht_7.jsp?sectionId=660488&accordId=6,Weitere Entscheide,Obergericht (AGVE),,,Handelsgericht,,,@Handelsgerichts,,Weitere publizierte Entscheide,,,,AG 155.200,
AG_OGA_003,32,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/entscheide_6/entscheide_8.jsp,Weitere Entscheide,Obergericht (AGVE),,,Versicherungsgericht,,,@Versicherungsgerichts,,,,,,AG 155.200,
AG_OGA_004,33,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/handelsgericht_3/handelsgericht_3.jsp,Weitere Entscheide,Obergericht (AGVE),,,Justizgericht,,,,,,,,,AG 155.200,
AG_OGA_005,34,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/entscheide_1/obergericht_1/verwaltungsgericht_3.jsp,Weitere Entscheide,Obergericht (AGVE),,,Zivilkammern,,,@Zivilgerichts,,Weitere publizierte Entscheide,,,,AG 155.200,
AG_OGA_006,35,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/handelsgericht_3/handelsgericht_3.jsp,Weitere Entscheide,Obergericht (AGVE),,,Kammer für Kindes- und Erwachsenenschutz,,,@Kammer für Kindes- und Erwachsenenschutz|@Obergericht / Zivilgericht / Kammer für Kindes- und Erwachsenenschutz,,,,,,AG 155.200,
AG_OGA_007,36,,,,,,https://www.ag.ch/de/gerichte/gesetze_entscheide/weitere_entscheide_1/handelsgericht_3/handelsgericht_3.jsp,Weitere Entscheide,Obergericht (AGVE),,,"Departement Bau, Verkehr und Umwelt",,,"@Departement Bau, Verkehr und Umwelt / Rechtsabteilung",,,,,,,
AG_OGA_999,37,,,,,,,,Obergericht (AGVE),,,Sonstige Abteilung,,,,,,,,,AG 155.200,Inaktiv seit Ende 2018
AG_BZG_001,51,,,,,,,,Bezirksgerichte,,,Zivilgerichte,,,,,Erste Kantonale Instanz,,,,AG 155.200,
AG_BZG_002,52,,,,,,,,Bezirksgerichte,,,Strafgerichte,,,,,,,,,AG 155.200,
AG_BZG_003,53,,,,,,,,Bezirksgerichte,,,Arbeitsgerichte,,,Arbeitsgericht,,Erste Kantonale Instanz,,,,AG 155.200,
AG_BZG_004,54,,,,,,,,Bezirksgerichte,,,Jugendgerichte,,,Jugendgericht,,Erste Kantonale Instanz,,,,AG 155.200,
AG_BZG_005,55,,,,,,,,Bezirksgerichte,,,Familiengerichte,,,Familiengericht,,Erste Kantonale Instanz,,,,AG 155.200,
AG_BZG_006,56,,,,,,,,Bezirksgerichte,,,weitere Bezirksgerichte,,,,,,,,,AG 155.200,
AG_FR_001,57,,,,,,,,Friedensrichter,,,,,,,,,,,,AG 155.200,
AG_SBMP_001,58,,,,,,,,Schlichtungsbehörde für Miete und Pacht,,,,,,,,,,,,AG 155.200,
AG_SSGF_001,59,,,,,,,,Schlichtungsstelle für Gleichstellungsfragen,,,,,,,,,,,,AG 155.200,
AG_ZMG_001,60,,,,,,,,Zwangsmassnahmengericht,,,,,,,,Diverse Zwangsmassnahmengericht,,,,AG 155.200,
AG_NK_001,61,,,,,,,,Notariatskommission,,,,,,,,,,,,AG 155.200,
AG_SA_001,62,,,,,,,,Stiftungsaufsicht,,,,,,,,,,,,AG 210.118,
AG_RR_001,63,,,,,,,,Regierungsrat,,,,,,,,,,,,AG 271.200,
AG_GB_001,64,AG_Weitere,,,,,https://www.ag.ch/de/dvi/grundbuch_vermessung/grundbuch/rechtliche_grundlagen_1/entscheide_2/entscheide.jsp,Entscheide Grundbuch und Notariat,Entscheide Grundbuch und Notariat,,,,,,,,,,,,AG 271.200,
AG_KB_001,65,,,,,,,,Kommunale Behörden,,,,,,,,,,,,AG 271.200,
AG_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
AG_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
AI_AK_001,1,,,,,,,,Anwaltskammer,,,,,,,,Die Anwaltskammer ist kantonale Aufsichtsbehörde über die Anwälte.,,,,AI 177.000,
AI_BZG_001,2,AI_Aktuell,,,,,https://www.ai.ch/gerichte/rechtsprechung,Aktuelle Rechtsprechung,Bezirksgericht,,,,,,,,Erstinstanzliches Gericht in Zivil- und Strafsachen.,,,,AI 173.000,
AI_KG_001,3,AI_Aktuell,,,,,https://www.ai.ch/gerichte/rechtsprechung,Aktuelle Rechtsprechung,Kantonsgericht,,,,,,,,aktuelle Entscheide (fortgeführt ab 2020),,,,,
AI_JUG_001,3,,,,,,,,Jugendgericht Appenzell I.Rh.,,,,,,,,Erstinstanzliches Gericht in Jugendstrafsachen.,,,,AI 173.000,
AI_SBM_001,12,,,,,,,,Schlichtungsstelle für Mietverhältnisse,,,,,,,,,,,,AI 173.000,
AI_SBGG_001,13,,,,,,,,Schlichtungsstelle Gleichstellung von Frau und Mann,,,,,,,,,,,,AI 173.000,
AI_SA_001,14,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,AI 312.000,
AI_FR_001,15,,,,,,,,Vermittler,,,Vermittler pro Bezirk (Sammeleintrag),,,,,"Der Vermittler jedes Bezirks leitet die Vermittlung in zivilrechtlichen Angelegenheiten mit dem Ziel, die Streitsache gütlich beizulegen",,,,AI 173.000,
AI_VB_001,16,,,,,,,,Verwaltungsbehörden,,,Sammeleintrag,,,,,,,,,,
AI_ZMG_001,17,,,,,,,,Zwangsmassnahmengericht,,,Zwangsmassnahmengericht pro Bezirk (Sammeleintrag),,,,,Ein Einzelrichter des Bezirksgerichts übt die Funktion des Zwangsmassnahmengerichts aus,,,,AI 312.000,
AI_RR_001,18,,,,,,,,Standeskommission,,,,,,,,,,,,AI 172.600,
AI_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
AI_XX_001,99,AI_Bericht,,,,,https://www.ai.ch/themen/staat-und-recht/veroeffentlichungen/verwaltungs-und-gerichtsentscheide#ftw-simplelayout-filelistingblock,Ausgewählte Entscheide der Standeskommission als oberste Verwaltungsbehörde und der Gerichte werden jährlich als Anhang des Geschäftsberichts veröffentlicht.,Sammelwerk,,,,,,,,,,,,,
AR_OG_001,1,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,1. Abteilung,,,,1#D1Z|1#O1S|1#O1Z,,,,,AR 145.31,
AR_OG_002,2,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,2. Abteilung,,,,1#D2S|1#O2V|1#O2S|1#O2K,,,,,AR 145.31,
AR_OG_003,3,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,3. Abteilung,,,,1#O3V|1#K3Z,,,,,AR 145.31,
AR_OG_004,4,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,4. Abteilung,,,,1#O4V,,,,,AR 145.31,
AR_OG_005,5,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,5. Abteilung,,,,1#O5V,,,,,AR 145.31,
AR_OG_006,6,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,Aufsichtsbehörde für Schuldbetreibung und Konkurs,,,,1#AB,,,,,AR 145.31,
AR_OG_007,7,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,Anwaltsaufsichtskommission,,,,1#AAK,,,,,AR 145.31,
AR_OG_008,8,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,Einzelrichter,,,,1#ERZ|1#FE3|1#ERV|1#ERS,,,,,AR 145.31,
AR_OG_999,9,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Obergericht,,,Sonstiges,,,,,,,,,AR 145.31,
AR_KG_001,10,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,1. Abteilung,,,,1#K1S|1#K1Z,,,,,,
AR_KG_002,11,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,2. Abteilung,,,,1#K2S|1#K2Z,,,,,,
AR_KG_003,12,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,3. Abteilung,,,,1#K3S|1#K3Z,,,,,,
AR_KG_004,13,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,Einzelrichter,,,,1#ZE3|1#FE1,,,,,,
AR_KG_005,13,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,Sammlung ARGVP,,,,1#ARGVP,,,,,,
AR_KG_999,14,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Kantonsgericht,,,sonstiges,,,,,,,,,,
AR_VB_001,15,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Verwaltungsbehörden,,,,,,,,,,,,AR 143.1,
AR_SRK_001,16,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Steuerrekurskommission,,,Steuerrekurskommission,,,,,,,,,,inaktiv
AR_RR_001,17,AR_Gerichte,,,,,https://rechtsprechung.ar.ch/le/,Rechtsprecung,Regierungsrat,,,Regierungsrat,,,,,,,,,,
AR_SBGG_001,18,,,,,,,,Schlichtungsstelle bei Diskriminierung im Erwerbsleben,,,,,,,,,,,,AR 145.31,
AR_FR_001,19,,,,,,,,Vermittler,,,,,,,,,,,,AR 145.31,
AR_SA_001,20,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,AR 145.31,
AR_SK_001,21,,,,,,,,Schätzungskommision,,,,,,,,Enteignung,,,,AR 145.31,
AR_ZMG_001,22,,,,,,,,Zwangsmassnahmengericht,,,,,,,,,,,,AR 145.31,
AR_SBMP_001,23,,,,,,,,Schlichtungsstelle für Miete und nichtlandwirtschaftliche Pacht,,,,,,,,,,,,AR 145.31,
AR_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
AR_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
BE_OG_001,1,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Zivilkammern,Chambres civile,,Zivilkammer,,,,,BE 161.1,,
BE_OG_002,2,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Handelsgericht,Tribunal de commerce,,,,,,,BE 161.1,,
BE_OG_003,3,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Kindes- und Erwachsenenschutzgericht,Tribunal de la protection de l'enfant et de l'adulte,,,,,,,BE 161.1,,
BE_OG_004,4,,,,,,,,Obergericht,Cour suprême,,Zivilkanzlei,Chancellerie civile,,,,,,,BE 161.1,,
BE_OG_005,5,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Strafkammern,Chambres pénale,,Strafkammer,,,,,BE 161.1,,
BE_OG_006,6,,,,,,,,Obergericht,Cour suprême,,Strafkanzlei,Chancellerie pénale,,,,,,,BE 161.1,,
BE_OG_007,7,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Aufsichtsbehörde in Betreibungs- und Konkurssachen,Autorité de surveillance en matière de poursuite pour dettes et faillite,,,,,,,BE 161.1,,
BE_OG_008,8,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Beschwerdekammer in Strafsachen,Chambre de recours pénale,,,,,,,BE 161.1,,
BE_OG_999,9,BE_ZivilStraf,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.zsg-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Obergericht,Cour suprême,,Sonstige Kammern,Autres Chambres,,,,,,,BE 161.1,,
BE_AK_001,10,BE_Anwaltsaufsicht,,,,,https://www.aa-entscheide.apps.be.ch/tribunapublikation/,Entscheide der Zivil- und Strafgerichtsbarkeit,Kantonale Anwaltsaufsichtsbehörde,Autorité cantonale de surveillance des avocats,,,,,,,,,,BE 161.1,,
BE_VG_001,14,BE_Verwaltungsgericht,,ab,Publikationsdatum,TT.MM.JJJJ,http://www.vg-urteile.apps.be.ch/tribunapublikation/,Aufteilung nach diesen Kammern aus der Trefferliste nicht möglich,Verwaltungsgericht,Tribunal administratif,,,,,,,,,,BE 161.1,,
BE_SRK_001,18,BE_Steuerrekurs,,,,,http://www.strk-entscheide.apps.be.ch/tribunapublikation,Steuerrekurskommission,Steuerrekurskommission,Commission des recours en matière fiscale,,,,,,,,,,BE 161.1,,
BE_RKMF_001,19,,,,,,,,Rekurskommission für Massnahmen gegenüber Fahrzeugführerinnen und Fahrzeugführern,Commission de recours contre les mesures administratives prononcées en vertu de la loi sur la circulation routière,,,,,,,,,,BE 161.1,,
BE_SK_001,20,,,,,,,,Enteignungsschätzungskommission,Commission d’estimation en matière d’expropriation,,,,,,,,,,BE 161.1,,
BE_BVK_001,21,,,,,,,,Bodenverbesserungskommission,Commission des améliorations foncières,,,,,,,,,,BE 161.1,,
BE_RG_001,22,,,,,,,,Regionalgerichte,Tribunaux régionaux,,Strafgerichte,Section pénale,,Strafgericht,,,,,BE 161.1,,
