Signatur,Sortierung,Spider,Test,Parameter,Bedeutung,Format,URL (manuell),Bezeichnung der URL (nur intern),Stufe 2 de,Stufe 2 fr,Stufe 2 it,Stufe 3 de,Stufe 3 fr,Stufe 3 it,Matching,GN-Match,Bemerkung DE,Bemerkung FR,Bemerkung IT,interne Bemerkung,Gesetzliche Grundlage,Aktivität
TI_GPC_001,17,TI_Gerichte,,ab,Entscheidjahr,JJJJ,https://www.sentenze.ti.ch/,Sentenze e decisoni,,,Ufficio del giudice dei provvedimenti coercitivi,,,,#GPC#,,,,,,TI 177.100,
TI_TRPI_001,18,TI_Gerichte,,ab,Entscheidjahr,JJJJ,https://www.sentenze.ti.ch/,Sentenze e decisoni,,,Tribunale della pianificazione,,,,#TPT#,,,,,,,Inaktiv seit 14.07.2006
TI_CRP_001,19,TI_Gerichte,,ab,Entscheidjahr,JJJJ,https://www.sentenze.ti.ch/,Sentenze e decisoni,,,Camera dei ricorsi penali,,,,#CRP#,,,,,,,Inaktiv seit 00.00.0000; abgelöst durch: Corte dei reclami penali
TI_GIAR_001,20,TI_Gerichte,,ab,Entscheidjahr,JJJJ,https://www.sentenze.ti.ch/,Sentenze e decisoni,,,Il Giudice dell'istruzione e dell'arresto,,,,#GIAR#,,,,,,,Inaktiv seit 01.01.2011; abgelöst durch: Giudice dei provvedimenti coercitivi
TI_URCO_001,30,,,,,,,,,,Ufficio del registro di commercio Repubblica e Cantone Ticino,,,,,,,,,,,
TI_UCL_001,31,,,,,,,,,,Ufficio di conciliazione in materia di locazione,,,,,,,,,,,
TI_UCPS_001,32,,,,,,,,,,Ufficio di conciliazione in materia di parità dei sessi,,,,,,,,,,,
TI_P_001,33,,,,,,,,,,Preture,,,,,,,,Civile,,TI 177.100,
TI_MP_001,34,,,,,,,,,,Ministero pubblico,,,,,,,,,,TI 177.100,
TI_CDM_001,35,,,,,,,,,,Consiglio della magistratura,,,,,,,,,,TI 177.100,
TI_MAMI_001,36,,,,,,,,, ,Magistratura dei minorenni,,,,,,,,,,TI 314.100,
TI_TM_001,37,,,,,,,,,,Tribunale dei minorenni,,,,,,,,,,TI 314.100,
TI_MPMI_001,38,,,,,,,,,,Mediazione penale minorile,,,,,,,,,,TI 314.100,
TI_GO_001,39,,,,,,,,,,Consiglio di Stato,,,,,,,,,,TI 165.100,
TI_UA_001,40,,,,,,,,,,Uffici amministrativi,,,,,,,,,,,
TI_GP_001,41,,,,,,,,,,Giudicatura di Pace,,,,,,,,,,TI 177.100,
TI_CN_001,42,,,,,,,,,,Commissione per il notariato,,,,,,,,,,TI 952.100,
TI_CA_001,43,,,,,,,,,,Commissione per l’avvocatura,,,,,,,,,,TI 951.100,
TI_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
TI_XX_999,99,TI_Gerichte,,ab,Entscheidjahr,JJJJ,https://www.sentenze.ti.ch/,,,,Diversi,,,,,,,,,,,
TG_BZG_001,1,,,,,,,,Bezirksgerichte,,,Zivilrechtspflege,,,,,,,,,TG 271.1,
TG_BZG_002,2,,,,,,,,Bezirksgerichte,,,Strafrechtspflege,,,,,,,,,TG 271.1,
TG_BZG_003,3,,,,,,,,Bezirksgerichte,,,Sonstiges,,,,,,,,,TG 271.1,
TG_KESB_001,4,,,,,,,,Kindes- und Erwachsenen­schutzbehörde,,,,,,,,,,,,TG 271.1,
TG_ZMG_001,5,,,,,,,,Zwangsmassnahmengericht,,,,,,,,,,,,TG 271.1,
TG_RR_001,6,,,,,,,,Regierungsrat,,,,,,,,,,,,TG 170.1,
TG_VB_001,7,,,,,,,,Verwaltungsbehörden,,,,,,,,,,,,TG 170.1,
TG_SRK_001,8,,,,,,,,Steuerrekurskommission,,,,,,,,,,,,TG 170.1,
TG_RKBG_001,9,,,,,,,,Rekurskommission für die Gebäudeversicherung,,,,,,,,,,,,TG 170.1,
TG_RKLW_001,10,,,,,,,,Rekurskommission für Strassenverkehrssachen,,,,,,,,,,,,TG 170.1,
TG_RKSV_001,11,,,,,,,,Rekurskommission für Landwirtschaftssachen,,,,,,,,,,,,TG 170.1,
TG_EK_001,12,,,,,,,,Enteignungskommission,,,,,,,,,,,,TG 170.1,
TG_PRK_001,13,,,,,,,,Personalrekurskommission,,,,,,,,,,,,TG 170.1,
TG_OG_001,14,TG_OG,,,,,http://ogbuch.tg.ch/,Rechenschaftsbericht des Obergerichts des Kanton Thurgau,Obergericht,,,Rechenschaftsbericht,,,,,,,,,TG 271.1,
TG_SA_001,16,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,TG 271.1,
TG_JUA_001,17,,,,,,,,Jugendanwaltschaft,,,,,,,,,,,,TG 271.1,
TG_AK_001,18,,,,,,,,Anwaltskommission,,,,,,,,,,,,TG 176.1,
TG_FR_001,19,,,,,,,,Friedensrichter,,,,,,,,,,,,TG 271.1,
TG_SBM_001,20,,,,,,,,Schlichtungsbehörde in Mietsachen,,,,,,,,,,,,TG 271.1,
TG_SBGG_001,21,,,,,,,,Schlichtungsbehörde gemäss Gleichstellungsgesetz,,,,,,,,,,,,TG 271.1,
TG_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
TG_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
UR_OG_001,1,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Aufsichtskommission über die richterlichen Behörden und die Rechtsanwälte,,,,2#OG|3#AK|2#AK,,,,,UR 2.3221,
UR_OG_002,2,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Strafprozessuale Beschwerdeinstanz,,,,2#OG|3#BI|2#BI|3#SP|2#SP,,,,,UR 2.3221,
UR_OG_003,3,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Strafrechtliche Abteilung,,,,2#OG|3#S|2#S,,,,,UR 2.3221,
UR_OG_004,4,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Verwaltungsrechtliche Abteilung,,,,2#OG|3#V|2#V,,,,,UR 2.3221,
UR_OG_005,5,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Zivilrechtliche Abteilung,,,,2#OG|3#Z|2#Z|3#ZP|2#ZP,,,,,UR 2.3221,
UR_OG_006,5,UR_Gerichte,,,,,https://www.ur.ch/rechtsprechung,Rechtsprechung,Obergericht,,,Schuldbetreibung und Konkurs,,,,2#OG|3#SK|2#SK,,,,,UR 2.3221,
UR_OG_999,6,UR_Gerichte,,,,,,,Obergericht,,,sonstige,,,,,,,,,,
UR_REB_001,6,,,,,,https://www.ur.ch/rechtsprechung,,"Rechenschaftsbericht über die Rechtspflege
",,,,,,,,,,,,,
UR_LG_001,7,,,,,,,,Landgericht,,,Zivilrechtliche Abteilung,,,,,,,,,UR 2.3221,
UR_LG_002,8,,,,,,,,Landgericht,,,Strafrechtliche Abteilung,,,,,,,,,UR 2.3221,
UR_LG_003,9,,,,,,,,Landgericht,,,Sonstiges,,,,,,,,,,
UR_ZMG_001,10,,,,,,,,Zwangsmassnahmengericht,,,,,,,,,,,,UR 2.3221,
UR_JUG_001,11,,,,,,,,Jugendgericht,,,,,,,,,,,,UR 2.3221,
UR_SB_001,12,,,,,,,,Schlichtungsbehörde,,,,,,,,,,,,UR 2.3221,
UR_ABSK_001,13,,,,,,,,Aufsichtsbehörde über Schuldbetreibung und Konkurs,,,,,,,,,,,,UR 9.2421,
UR_JGKO_001,14,,,,,,,,Jugendgerichtskommission des Obergerichts,,,,,,,,,,,,UR 2.3221,
UR_ PVSB_001,15,,,,,,,,Paritätische Vertretung der Schlichtungsbehörde Uri,,,,,,,,,,,,,
UR_SA_001,16,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,UR 2.3221,
UR_JUA_001,17,,,,,,,,Jugendanwaltschaft,,,,,,,,,,,,UR 2.3221,
UR_SK_001,18,,,,,,,,Schätzungskommission,,,,,,,,,,,,UR 3.3211,
UR_SRK_001,19,,,,,,,,Steuerkommission,,,,,,,,,,,,UR 3.2211,
UR_RR_001,20,,,,,,,,Regierungsrat,,,,,,,,,,,,UR 2.2345,
UR_VB_001,21,,,,,,,,Verwaltungsbehörden,,,,,,,,,,,,UR 2.2345,
UR_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
UR_XX_001,99,,,,,,,,Sonstiges,,,,,,,,,,,,,
VD_TA_001,1,,,,,,,,,Tribunaux d'arrondissement,,,Chambre pénale,,,,,,,,VD 173.01.2,
VD_TA_002,2,,,,,,,,,Tribunaux d'arrondissement,,,Chambre Civile,,,,,,,,VD 173.01.2,
VD_TA_003,3,,,,,,,,,Tribunaux d'arrondissement,,,Autres,,,,,,,,,
VD_JP_001,4,,,,,,,,,Justices de paix,,,,,,,,,,,VD 173.01,
VD_TE_001,5,,,,,,,,,Tribunaux d'expropriation,,,,,,,,,,,VD 173.01,
VD_TPH_001,6,,,,,,,,,Tribunaux de prud'hommes,,,,,,,,,,,VD 173.61,
VD_TC_001,7,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour administrative,,#CA#,,,,,,VD 173.01,
VD_TC_002,8,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour d'appel civile,,#CACI#,,,,,,VD 173.01,
VD_TC_003,9,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour d'appel pénale,,#CAPE#,,,,,,VD 173.01,
VD_TC_004,10,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour des assurances sociales,,#CASSO#,,,,,,VD 173.01,
VD_TC_005,11,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des avocats,,#CAVO#,,,,,,VD 173.01,
VD_TC_006,12,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour de cassation pénale,,#CCASS#,,,,,,VD 173.01,
VD_TC_007,13,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour civile,,#CCIV#,,,,,,VD 173.01,
VD_TC_008,14,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des curatelles,,#CCUR#,,,,,,VD 173.01,
VD_TC_009,15,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Cour des poursuites et faillites,,#CPF#,,,,,,VD 173.01,
VD_TC_010,16,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des recours civile,,#CREC,,,,,"Kein schliessender Hash, da mehrere Varianten",VD 173.01,
VD_TC_013,19,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des recours pénale,,#CREP#,,,,,,,
VD_TC_014,20,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des révisions civiles et pénales - Révision civile,,#CREV - Civile#,,,,,,,
VD_TC_015,21,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des révisions civiles et pénales - Révision pénale,,#CREV - Pénale#,,,,,,,
VD_TC_016,22,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Commission de revision pénale,,#CRP#,,,,,,,
VD_TC_017,23,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Chambre des tutelles,,#CTUT#,,,,,,,
VD_TC_018,24,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Président du Tribunal cantonal,,#PRES#,,,,,,,
VD_TC_019,25,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Tribunal d'accusation,,#TACC#,,,,,,,
VD_TC_020,26,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal cantonal,,,Tribunal arbitral,,#TARB#,,,,,,,
VD_TPHA_001,27,VD_FindInfo,,,Publikationsdatum,TT.MM.JJJJ,https://www.findinfo-tc.vd.ch/justice/findinfo-pub/internet/SimpleSearch.action?showPage=,Einfache Suche,,Tribunal de Prud'hommes de l'Administration cantonale,,,,,#TRIPAC#,,,,,,,
VD_TC_030,28,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Tribunal cantonal,,,Cour constitutionnelle,,#CCST#,,,,,,,
VD_TC_031,29,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Tribunal cantonal,,,Cour de droit administratif et public,,#CDAP#|#JI#|#TA#,,,,,TAF (Bundesverwaltungsgericht) ignorieren,,
VD_SR_001,30,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Conseil d'État,,,,,#CE#,,,,,CF (Bundesrat) ignorieren,,
VD_TC_032,31,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Tribunal cantonal,,,Chambre des recours civile,,#TC#,,,,,TF (Bundesgericht) ignorieren,,
VD_TN_001,32,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Tribunal neutre,,,,,#TN#,,,,,DF (Wettbewerbsrekurskommission) ignorieren,,
VD_TC_999,33,VD_Omni,,,Publikationsdatum,TT.MM.JJJJ,http://www.jurisprudence.vd.ch/frontendselection_fre.htm,Jurisprudence,,Tribunal cantonal,,,Autres,,#!#,,,,,,,
VD_TN_002,34,,,,,,https://www.vd.ch/toutes-les-autorites/tribunal-neutre/#c2020933,Jurisprudence du Tribunal neutre,,Tribunal neutre,,,,,,,Le Tribunal neutre statue sur les demandes de récusation à l’encontre du Tribunal cantonal,,,,VD 173.01,
VD_TM_001,35,,,,,,,,,Tribunal des mineurs,,,,,,,,,,,VD 173.01,
VD_TB_001,36,,,,,,,,,Tribunal des baux,,,,,,,,,,,VD 173.01,
VD_TPHA_002,37,,,,,,https://www.vd.ch/themes/justice/jurisprudence-et-lois/jurisprudence-du-tribunal-cantonal-et-du-tripac/jurisprudence-du-tripac/,Jurisprudence 2007-2014,,Tribunal de prud'hommes de l'Administration cantonale,,,,,,,,,,,VD 173.01,
VD_JAP_001,38,,,,,,,,,Juge d'application des peines,,,,,,,,,,,VD 173.01,
VD_GMC_001,39,,,,,,,,,Tribunal des mesures de contrainte,,,,,,,,,,,VD 173.01,
VD_CPA_001,40,,,,,,,,,Chambre patrimoniale cantonale,,,,,,,,,,,VD 173.01,
VD_MP_001,41,,,,,,,,,Ministère public,,,Ministère public central,,,,,,,,VD 172.21,
VD_MP_002,42,,,,,,,,,Ministère public,,,Ministères publics d'arrondissement,,,,,,,,VD 172.21,
VD_MP_003,43,,,,,,,,,Ministère public,,,Autres,,,,,,,,,
VD_CPC_001,44,,,,,,,,,Commissions préfectorales de conciliation,,,"Commission préfectorale de conciliation, Aigle",,,,,,,,VD 173.655,
VD_CA_001,45,,,,,,,,,Chambre des avocats,,,,,,,,,,,VD 177.11,
VD_CN_001,46,,,,,,,,,Chambre des notaires,,,,,,,,,,,VD 178.11,
VD_GO_001,47,,,,,,,,,Conseil d'Etat,,,,,,,,,,,VD 173.36,
VD_AA_001,48,,,,,,,,,Autorités administratives,,,,,,,,,,,VD 173.36,
VD_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
VD_XX_001,49,,,,,,,,,Autres,,,,,,,,,,,,
VS_JP_001,1,,,,,,,,Gemeinderichter,Juges de commune,,,,,,,,,,,VS 173.1,
VS_TA_001,2,,,,,,,,Kreisgericht,Tribunaux d'arrondissement,,,,,,,Strafrecht,Droit pénale,,,VS 173.1,
VS_TIPO_001,3,,,,,,,,Polizeigericht,Tribunal de police,,,,,,,,,,,VS 173.1,
VS_GMC_001,4,,,,,,,,Zwangsmassnahmengericht,Tribunal des mesures de contrainte,,,,,,,,,,,VS 173.1,
VS_TAPM_001,5,,,,,,,,Straf- und Massnahmenvollzugsgerichts,Tribunal de l'application des peines et mesures,,,,,,,,,,,VS 173.1,
VS_TM_001,6,,,,,,,,Jugendgericht,Tribunal des mineurs,,,,,,,,,,,VS 173.1,
VS_BZG_001,8,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Brig,Brigue,,BGBRI,,,,,,,
VS_BZG_002,9,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Leuk,Loèche,,BGLEU,,,,,,,
VS_BZG_003,10,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Visp,Visp,,BGVIS,,,,,,,
VS_BZG_004,11,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Siders,Sierre,,TDSIE,,,,,,,
VS_BZG_005,12,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Sitten,Sion,,TDSIO,,,,,,,
VS_BZG_006,13,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Entremont,Entremont,,TDENT,,,,,,,
VS_BZG_007,14,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Hérens et Conthey,Hérens et Conthey,,TDHCO,,,,,,,
VS_BZG_008,15,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Martigny und St. Maurice,Martigny et St-Maurice,,TDMAR,,,,,,,
VS_BZG_009,16,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Bezirksgericht,Tribunal du district,,Monthey,Monthey,,TDMON,,,,,,,
VS_AG_001,7,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Arbeitsgericht,Tribunal du travail,,,,,TRA,,,,,,,
VS_SRK_001,17,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Kantonale Steuerrekurskommission,Commission cantonale de recours en matière fiscale,,,,,KRK|CCR,,,,,,,
VS_TC_001,18,VS_Gerichte,,ab,Publikationsdatum,YYYY-MM-DD,https://jurisprudence.vs.ch/,,Kantonsgericht,Tribunal cantonal,,,,,TCVS|KGVS,,,,,,,
VS_TC_002,19,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Zivilrechtliche Abteilungen,Cours civiles,,,,,,,,VS 173.1,
VS_TC_003,20,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Strafrechtliche Abteilungen,Cours pénales,,,,,,,,VS 173.1,
VS_TC_004,21,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Zivilkammer,Chambre civile,,,,,,,,VS 173.1,
VS_TC_005,22,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Sozialversicherungsrechtliche Abteilung,Cour des assurances sociales,,,,,,,,VS 173.1,
VS_TC_006,23,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Offentlichrechtliche Abteilung,Cour de droit public,,,,,,,,VS 173.1,
VS_TC_007,24,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Immaterialgüterrecht (Instruktion),Propriété intellectuelle (instruction),,,,,,,,VS 173.1,
VS_TC_008,25,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Strafkammer,Chambre pénale,,,,,,,,VS 173.1,
VS_TC_009,26,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Kantonale Beschwerdebehörde der Disciplinarfälle der Anwalte,Autorité de recours disciplinaire des avocats,,,,,,,,VS 173.1,
VS_TC_010,27,,,,,,,Aktuelle Entscheide,Kantonsgericht,Tribunal cantonal,,Schiedgerichtskammer,Chambre des affaires arbitrales,,,,,,,,,
VS_TC_011,28,,,,,,,,Kantonsgericht,Tribunal cantonal,,Sonstiges,Autres,,,,,,,,,
VS_MP_001,29,,,,,,,,Staatsanwaltschaft,Ministère public,,,,,,,,,,,VS 173.1,
VS_CA_001,30,,,,,,,,Aufsicht über die Anwälte,Chambre de surveillance des avocats,,,,,,,,,,,VS 177.1,
VS_CN_001,31,,,,,,,,Notariatsaufsicht,Chambre de surveillance (notaire),,,,,,,,,,,VS 178.1,
VS_CCRI_001,32,,,,,,,,Steuerrekurskommission und Rekurskommission für den Bereich Landwirtschaft und Landumlegungen,Commission cantonale de recours en matière d'impôt,,,,,,,,,,,VS 642.1,
VS_CE_001,33,,,,,,,,Schätzungskommission,Commission d'estimation,,,,,,,,,,,VS 710.1,
VS_GO_001,34,,,,,,,,Regierung,Conseil d'Etat,,,,,,,,,,,VS 172.6,
VS_AA_001,35,,,,,,,,Verwaltungsbehörden,Autorités administratives,,,,,,,,,,,VS 172.6,
VS_CCMB_001,36,,,,,,,,Kantonale Schlichtungskommission für Mietverhältnisse,Commission cantonale de conciliation en matière de bail à loyer,,,,,,,,,,,VS 211.1,
VS_ACDT_001,37,,,,,,,,Schlichtungsbehörde für Streitigkeiten aus dem Arbeitsverhältnis,Autorité de conciliation en matière de droit du travail,,,,,,,,,,,VS 822.1,
VS_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
VS_XX_001,99,VS_Gerichte,,,,,https://apps.vs.ch/le/,,Sonstiges,Autres,,,,,,,,,,,,
ZG_SK_001,1,,,,,,,,Schätzungskommission,,,Enteignungsrechtliche Kammer,,,,,,,,,ZG 162.32,
ZG_SK_002,2,,,,,,,,Schätzungskommission,,,Landwirtschaftliche Schätzungskammer,,,,,,,,,ZG 162.32,
ZG_SK_003,3,,,,,,,,Schätzungskommission,,,Grundstückschätzungskammer,,,,,,,,,ZG 162.32,
ZG_SK_004,4,,,,,,,,Schätzungskommission,,,Sonstiges,,,,,,,,,,
ZG_SBA_001,5,,,,,,,,Schlichtungsbehörde Arbeitsrecht,,,,,,,,,,,,ZG 161.1,
ZG_SBMP_001,6,,,,,,,,Schlichtungsbehörde Miet- und Pachtrecht,,,,,,,,,,,,ZG 161.1,
ZG_FR_001,7,,,,,,,,Friedensrichteramt,,,,,,,,,,,,ZG 161.1,
ZG_VG_001,8,ZG_Verwaltungsgericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Verwaltungsgericht,,,Sozialversicherungsrechtliche Kammer,,,,1#S,,,,,,
ZG_VG_002,9,ZG_Verwaltungsgericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Verwaltungsgericht,,,Abgaberechtliche Kammer,,,,1#A,,,,,,
ZG_VG_003,10,ZG_Verwaltungsgericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Verwaltungsgericht,,,Fürsorgerechtliche Kammer,,,,1#F,,,,,,
ZG_VG_004,11,ZG_Verwaltungsgericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Verwaltungsgericht,,,Vergabekammer,,,,1#V,,,,,,
ZG_VG_999,12,ZG_Verwaltungsgericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Verwaltungsgericht,,,sonstige Kammern,,,,,,,,,,
ZG_OG_001,13,ZG_Obergericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Obergericht,,,Zivilabteilung,,,,,,,,,ZG 161.1,
ZG_OG_002,14,ZG_Obergericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Obergericht,,,Strafabteilung,,,,,,,,,ZG 161.1,
ZG_OG_003,15,ZG_Obergericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Obergericht,,,Beschwerdeabteilung,,,,,,,,,ZG 161.1,
ZG_OG_004,16,ZG_Obergericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Obergericht,,,Justizverwaltungsabteilung,,,,,,,,,ZG 161.1,
ZG_OG_999,17,ZG_Obergericht,,ab,Publikationsdatum,tt.mm.jjjj,,,Obergericht,,,Sonstiges,,,,,,,,,,
ZG_KG_001,18,,,,,,,,Kantonsgericht,,,,,,,,,,,,ZG 161.1,
ZG_SG_001,19,,,,,,,,Strafgericht,,,,,,,,,,,,ZG 161.1,
ZG_ZMG_001,20,,,,,,,,Zwangsmassnahmengericht,,,,,,,,,,,,ZG 161.1,
ZG_JUG_001,21,,,,,,,,Jugendgericht,,,,,,,,,,,,ZG 161.1,
ZG_SA_001,22,,,,,,,,Staatsanwaltschaft,,,,,,,,,,,,ZG 161.1,
ZG_AK_001,23,,,,,,,,Aufsichtskommission über die Rechtsanwälte,,,,,,,,,,,,ZG 163.1,
ZG_RR_001,24,,,,,,,,Regierungsrat,,,,,,,,,,,,ZG 162.1,
ZG_VB_001,25,,,,,,,,Verwaltungsbehörden,,,,,,,,,,,,ZG 162.1,
ZG_VB_001,26,,,,,,https://www.zg.ch/behoerden/staatskanzlei/kanzlei/gvp,GVP-Entscheide,Gerichts- und Verwaltungspraxis,,,,,,,,,,,,ZG 162.1,
ZG_UPL_001,98,XX_Upload,,,,,,Upload,Upload,,,,,,,,,,,,,
